Action1,S2,Action2,Re,subject,round,bestA1,bestA2
2,2,1,-4,229,105,0,0
2,3,1,-3,229,106,0,0
1,2,2,-2,229,107,0,0
2,3,2,1,229,108,0,0
2,2,1,0,229,109,0,0
2,2,2,4,229,110,0,0
2,3,2,-2,229,111,0,0
2,3,1,-4,229,112,0,0
1,2,2,-1,229,113,0,0
2,3,2,-3,229,114,0,0
1,2,2,-5,229,115,0,0
2,3,2,-4,229,116,0,0
1,2,2,-1,229,117,0,0
1,2,2,-5,229,118,0,0
1,2,1,3,229,119,0,0
1,2,1,4,229,120,0,0
1,2,1,4,229,121,0,0
1,2,1,4,229,122,0,0
1,2,1,4,229,123,0,0
1,2,1,3,229,124,0,0
1,2,1,4,229,125,0,0
1,2,1,1,229,126,0,0
1,2,1,3,229,127,0,0
1,2,1,1,229,128,0,0
1,2,1,-1,229,129,0,0
1,3,1,-5,229,130,0,0
2,3,2,3,229,131,0,0
2,3,2,5,229,132,0,0
2,2,2,4,229,133,0,0
2,3,2,4,229,134,0,0
2,3,2,3,229,135,0,0
2,2,2,1,229,136,0,0
2,3,2,4,229,137,0,0
2,3,2,5,229,138,0,0
2,3,2,3,229,139,0,0
2,3,2,1,229,140,0,0
2,2,2,2,229,141,0,0
2,3,2,-1,229,142,0,0
1,2,2,3,229,143,0,0
1,2,2,3,229,144,0,0
1,3,2,0,229,145,0,0
1,2,1,-1,229,146,0,0
1,2,1,-3,229,147,0,0
1,2,2,2,229,148,0,0
1,2,2,3,229,149,0,0
1,2,2,5,229,150,0,0
1,2,2,3,229,151,0,0
1,2,2,3,229,152,0,0
1,2,2,2,229,153,0,0
1,2,2,-1,229,154,0,0
1,2,1,-2,229,155,0,0
2,3,2,-2,229,156,0,0
1,2,2,-3,229,157,0,0
2,2,2,-2,229,158,0,0
1,2,2,-1,229,159,0,0
1,2,2,0,229,160,0,0
1,3,2,3,229,161,0,0
1,2,2,1,229,162,0,0
1,2,2,2,229,163,0,0
1,2,2,3,229,164,0,0
1,2,2,4,229,165,0,0
1,2,2,4,229,166,0,0
1,2,2,2,229,167,0,0
1,2,2,0,229,168,0,0
1,2,2,4,229,169,0,0
1,2,2,2,229,170,0,0
2,3,2,-1,229,171,0,0
1,2,2,-2,229,172,0,0
1,3,2,4,229,173,0,0
1,3,2,3,229,174,0,0
1,2,2,-1,229,175,0,0
1,2,2,-3,229,176,0,0
2,3,2,4,229,177,0,0
2,3,2,3,229,178,0,0
2,3,2,3,229,179,0,0
2,2,1,4,229,180,0,0
2,3,2,-4,229,181,0,0
1,2,2,-2,229,182,0,0
2,2,2,-3,229,183,0,0
2,3,1,-2,229,184,0,0
1,2,1,-4,229,185,0,0
2,3,2,-3,229,186,0,0
1,2,2,1,229,187,0,0
2,3,2,-4,229,188,0,0
2,3,1,-2,229,189,0,0
1,2,2,4,229,190,0,0
1,2,2,3,229,191,0,0
1,2,2,3,229,192,0,0
1,2,2,1,229,193,0,0
1,2,2,-3,229,194,0,0
1,3,2,-4,229,195,0,0
1,3,1,1,229,196,0,0
1,2,1,-4,229,197,0,0
2,2,2,-3,229,198,0,0
2,3,1,-3,229,199,0,0
1,2,1,2,229,200,0,0
1,2,1,0,229,201,0,0
1,2,1,-4,229,202,0,0
2,3,1,-1,229,203,0,0
1,3,1,0,229,204,0,0
1,3,2,-2,229,205,0,0
1,2,1,-3,229,206,0,0
1,3,1,1,229,207,0,0
2,3,1,0,229,208,0,0
2,3,1,1,229,209,0,0
1,3,1,-2,229,210,0,0
1,2,1,0,229,211,0,0
1,2,2,-3,229,212,0,0
1,2,1,5,229,213,0,0
1,2,1,3,229,214,0,0
2,3,2,4,229,215,0,0
2,2,1,2,229,216,0,0
2,3,1,-3,229,217,0,0
1,3,1,1,229,218,0,0
2,3,2,3,229,219,0,0
1,2,1,-1,229,220,0,0
2,3,2,1,229,221,0,0
1,2,1,3,229,222,0,0
1,3,2,-2,229,223,0,0
1,2,1,4,229,224,0,0
2,3,1,1,229,225,0,0
1,2,1,3,229,226,0,0
2,2,1,3,229,227,0,0
2,3,2,1,229,228,0,0
1,2,1,-5,229,229,0,0
2,3,2,5,229,230,0,0
2,2,2,1,229,231,0,0
2,3,2,3,229,232,0,0
2,3,1,-2,229,233,0,0
2,3,2,-1,229,234,0,0
1,2,2,4,229,235,0,0
1,3,2,-2,229,236,0,0
2,3,1,2,229,237,0,0
1,3,2,-4,229,238,0,0
1,2,2,5,229,239,0,0
2,2,2,3,229,240,0,0
1,3,1,5,229,241,0,0
2,3,1,4,229,242,0,0
1,3,2,-2,229,243,0,0
1,3,1,0,229,244,0,0
2,2,2,0,229,245,0,0
1,2,2,-1,229,246,0,0
2,3,1,-2,229,247,0,0
1,3,1,-2,229,248,0,0
2,2,1,2,229,249,0,0
2,3,1,-4,229,250,0,0
1,2,2,3,223,1,0,0
1,2,2,2,223,2,0,0
1,2,2,5,223,3,0,0
1,3,2,0,223,4,0,0
1,3,2,4,223,5,0,0
2,3,1,-4,223,6,0,0
2,3,2,0,223,7,0,0
1,2,2,0,223,8,0,0
1,3,2,-4,223,9,0,0
2,3,1,-3,223,10,0,0
1,2,2,-3,223,11,0,0
1,2,1,2,223,12,0,0
2,3,1,2,223,13,0,0
1,2,1,3,223,14,0,0
1,2,1,3,223,15,0,0
1,2,1,-1,223,16,0,0
2,3,1,1,223,17,0,0
2,3,1,1,223,18,0,0
1,2,2,-2,223,19,0,0
1,2,2,-3,223,20,0,0
2,3,2,-3,223,21,0,0
2,3,1,-4,223,22,0,0
1,3,1,-3,223,23,0,0
1,2,1,-1,223,24,0,0
1,2,1,-4,223,25,0,0
2,3,1,-3,223,26,0,0
2,3,2,-5,223,27,0,0
1,3,1,0,223,28,0,0
1,3,2,-1,223,29,0,0
2,3,2,0,223,30,0,0
1,2,2,-1,223,31,0,0
2,2,2,1,223,32,0,0
2,3,2,-5,223,33,0,0
1,2,2,0,223,34,0,0
2,2,1,-3,223,35,0,0
1,2,1,-1,223,36,0,0
1,2,1,-1,223,37,0,0
1,3,1,-3,223,38,0,0
2,2,2,-3,223,39,0,0
2,3,1,-1,223,40,0,0
1,3,2,-3,223,41,0,0
1,3,1,-1,223,42,0,0
1,2,1,-4,223,43,0,0
1,3,1,-3,223,44,0,0
2,3,1,-4,223,45,0,0
1,3,2,-5,223,46,0,0
2,3,2,-5,223,47,0,0
1,2,1,3,223,48,0,0
1,2,1,5,223,49,0,0
1,2,1,4,223,50,0,0
1,2,1,4,223,51,0,0
1,2,1,4,223,52,0,0
1,2,1,0,223,53,0,0
1,2,1,-1,223,54,0,0
1,2,1,-2,223,55,0,0
1,3,1,0,223,56,0,0
1,2,1,-1,223,57,0,0
2,2,1,0,223,58,0,0
2,3,1,-3,223,59,0,0
2,3,2,-1,223,60,0,0
1,3,1,-5,223,61,0,0
1,2,2,-1,223,62,0,0
1,2,2,0,223,63,0,0
1,2,2,1,223,64,0,0
2,3,2,1,223,65,0,0
2,3,2,3,223,66,0,0
1,2,1,3,223,67,0,0
1,2,2,3,223,68,0,0
2,2,2,1,223,69,0,0
1,3,1,1,223,70,0,0
1,3,1,3,223,71,0,0
1,2,1,0,223,72,0,0
1,2,2,5,223,73,0,0
1,2,2,2,223,74,0,0
1,2,1,2,223,75,0,0
2,3,1,2,223,76,0,0
2,3,1,-4,223,77,0,0
1,2,2,3,223,78,0,0
2,3,2,2,223,79,0,0
2,3,2,1,223,80,0,0
1,2,2,1,223,81,0,0
2,3,2,3,223,82,0,0
2,2,2,3,223,83,0,0
2,3,2,5,223,84,0,0
2,3,2,5,223,85,0,0
1,3,1,-1,223,86,0,0
2,3,2,4,223,87,0,0
2,3,2,5,223,88,0,0
2,3,2,5,223,89,0,0
2,3,2,5,223,90,0,0
2,2,2,0,223,91,0,0
2,3,2,4,223,92,0,0
1,2,2,-4,223,93,0,0
2,3,2,4,223,94,0,0
2,2,1,2,223,95,0,0
2,2,1,4,223,96,0,0
2,2,1,5,223,97,0,0
2,2,1,3,223,98,0,0
2,3,2,3,223,99,0,0
2,3,2,2,223,100,0,0
2,3,1,-4,223,101,0,0
2,3,2,5,223,102,0,0
2,2,1,1,223,103,0,0
2,3,2,-2,223,104,0,0
1,2,1,-1,223,105,0,0
1,3,1,-3,223,106,0,0
2,3,2,-4,223,107,0,0
2,2,1,0,223,108,0,0
2,2,1,0,223,109,0,0
1,2,1,-1,223,110,0,0
1,2,2,4,223,111,0,0
1,2,2,4,223,112,0,0
1,2,2,2,223,113,0,0
1,2,2,0,223,114,0,0
2,3,1,3,223,115,0,0
1,2,2,1,223,116,0,0
2,3,1,3,223,117,0,0
2,3,2,-2,223,118,0,0
2,2,2,-2,223,119,0,0
2,3,1,4,223,120,0,0
2,2,1,1,223,121,0,0
2,2,1,-2,223,122,0,0
1,3,2,-4,223,123,0,0
2,3,1,2,223,124,0,0
1,2,2,1,223,125,0,0
2,3,1,1,223,126,0,0
1,2,2,0,223,127,0,0
1,3,1,3,223,128,0,0
2,3,1,2,223,129,0,0
2,2,1,-1,223,130,0,0
2,3,1,2,223,131,0,0
1,3,1,0,223,132,0,0
1,3,1,-1,223,133,0,0
2,2,1,4,223,134,0,0
1,3,1,-1,223,135,0,0
1,3,1,-2,223,136,0,0
2,3,1,-2,223,137,0,0
1,2,1,5,223,138,0,0
1,2,1,5,223,139,0,0
1,2,1,3,223,140,0,0
1,2,1,2,223,141,0,0
1,2,1,3,223,142,0,0
1,2,2,1,223,143,0,0
1,2,1,3,223,144,0,0
1,3,1,-3,223,145,0,0
1,2,2,-2,223,146,0,0
1,2,1,3,223,147,0,0
1,2,1,4,223,148,0,0
2,2,1,2,223,149,0,0
1,2,1,0,223,150,0,0
1,2,1,1,223,151,0,0
2,3,1,-1,223,152,0,0
2,3,1,-2,223,153,0,0
2,2,2,0,223,154,0,0
1,2,1,-2,223,155,0,0
1,3,1,-1,223,156,0,0
2,2,2,-4,223,157,0,0
1,3,1,-5,223,158,0,0
2,3,1,-3,223,159,0,0
1,2,2,-4,223,160,0,0
2,3,1,-4,223,161,0,0
2,2,1,-4,223,162,0,0
2,3,2,-1,223,163,0,0
2,3,1,-1,223,164,0,0
2,3,1,-2,223,165,0,0
1,2,1,-3,223,166,0,0
2,3,2,-2,223,167,0,0
2,2,1,-1,223,168,0,0
2,3,2,0,223,169,0,0
1,2,2,2,223,170,0,0
1,2,2,1,223,171,0,0
1,3,1,-5,223,172,0,0
2,3,2,2,223,173,0,0
2,3,2,3,223,174,0,0
2,3,2,2,223,175,0,0
2,2,2,3,223,176,0,0
2,3,2,3,223,177,0,0
2,3,2,1,223,178,0,0
1,2,2,-2,223,179,0,0
2,2,2,-3,223,180,0,0
1,2,1,2,223,181,0,0
1,2,1,0,223,182,0,0
1,2,1,-1,223,183,0,0
2,2,1,-2,223,184,0,0
2,3,2,-3,223,185,0,0
2,3,2,-2,223,186,0,0
1,3,1,-2,223,187,0,0
2,3,1,-2,223,188,0,0
2,3,1,-2,223,189,0,0
1,2,1,-3,223,190,0,0
1,2,2,-4,223,191,0,0
2,2,2,-4,223,192,0,0
1,2,1,-4,223,193,0,0
2,3,2,3,223,194,0,0
2,3,1,-4,223,195,0,0
2,3,2,1,223,196,0,0
1,2,2,-1,223,197,0,0
2,3,2,2,223,198,0,0
2,3,2,2,223,199,0,0
2,3,2,1,223,200,0,0
2,3,2,1,223,201,0,0
2,2,2,-3,223,202,0,0
2,3,2,4,223,203,0,0
2,3,2,4,223,204,0,0
2,2,2,-2,223,205,0,0
2,2,2,-2,223,206,0,0
2,3,2,5,223,207,0,0
2,3,2,2,223,208,0,0
2,3,2,2,223,209,0,0
2,3,2,4,223,210,0,0
2,3,2,4,223,211,0,0
2,3,2,5,223,212,0,0
2,2,2,-3,223,213,0,0
2,3,2,4,223,214,0,0
2,3,2,3,223,215,0,0
2,3,2,-2,223,216,0,0
2,3,2,-4,223,217,0,0
2,3,2,-2,223,218,0,0
2,3,1,-1,223,219,0,0
2,3,2,1,223,220,0,0
2,3,1,-1,223,221,0,0
2,3,2,5,223,222,0,0
2,3,2,5,223,223,0,0
2,3,2,3,223,224,0,0
2,3,2,3,223,225,0,0
2,3,2,5,223,226,0,0
2,2,2,0,223,227,0,0
2,3,2,4,223,228,0,0
2,2,2,3,223,229,0,0
1,3,2,4,223,230,0,0
1,2,2,-1,223,231,0,0
2,3,2,3,223,232,0,0
2,3,2,4,223,233,0,0
2,3,2,4,223,234,0,0
2,3,2,4,223,235,0,0
2,3,2,2,223,236,0,0
1,3,2,3,223,237,0,0
2,2,2,1,223,238,0,0
2,3,2,4,223,239,0,0
2,3,2,4,223,240,0,0
2,3,2,5,223,241,0,0
2,3,2,3,223,242,0,0
2,2,2,0,223,243,0,0
2,2,2,4,223,244,0,0
2,3,2,2,223,245,0,0
2,2,2,5,223,246,0,0
1,2,2,3,223,247,0,0
2,3,2,2,223,248,0,0
2,3,2,1,223,249,0,0
1,2,2,4,223,250,0,0
1,2,2,-3,394,1,0,0
2,3,2,-4,394,2,0,0
1,3,2,-3,394,3,0,0
1,2,1,-2,394,4,0,0
1,2,2,0,394,5,0,0
2,3,1,-3,394,6,0,0
2,3,1,-3,394,7,0,0
1,2,2,-1,394,8,0,0
2,3,2,-4,394,9,0,0
2,2,2,2,394,10,0,0
2,2,1,-2,394,11,0,0
1,3,2,-4,394,12,0,0
2,3,2,-3,394,13,0,0
1,2,2,3,394,14,0,0
1,2,1,3,394,15,0,0
2,2,2,5,394,16,0,0
2,2,1,0,394,17,0,0
1,2,1,-3,394,18,0,0
1,2,2,4,394,19,0,0
2,3,2,-1,394,20,0,0
1,2,2,4,394,21,0,0
2,3,2,4,394,22,0,0
2,3,1,0,394,23,0,0
1,3,1,3,394,24,0,0
2,3,1,4,394,25,0,0
2,3,1,4,394,26,0,0
1,2,2,0,394,27,0,0
1,3,2,4,394,28,0,0
2,3,2,5,394,29,0,0
2,3,1,-1,394,30,0,0
2,3,1,1,394,31,0,0
1,3,1,1,394,32,0,0
2,3,1,3,394,33,0,0
1,2,2,3,394,34,0,0
2,3,2,5,394,35,0,0
2,3,2,3,394,36,0,0
1,2,1,-4,394,37,0,0
2,2,1,-5,394,38,0,0
2,2,1,-4,394,39,0,0
1,2,2,-2,394,40,0,0
2,3,2,4,394,41,0,0
1,3,2,4,394,42,0,0
1,3,2,5,394,43,0,0
2,3,2,0,394,44,0,0
2,2,1,0,394,45,0,0
1,2,2,2,394,46,0,0
2,3,2,2,394,47,0,0
1,2,1,-1,394,48,0,0
2,3,2,-2,394,49,0,0
2,3,2,0,394,50,0,0
1,3,2,2,394,51,0,0
2,3,2,3,394,52,0,0
1,2,2,3,394,53,0,0
2,3,1,-4,394,54,0,0
1,2,2,1,394,55,0,0
1,2,1,4,394,56,0,0
2,3,1,-3,394,57,0,0
1,3,1,-2,394,58,0,0
1,2,2,0,394,59,0,0
1,2,2,1,394,60,0,0
2,3,2,2,394,61,0,0
1,3,2,5,394,62,0,0
1,3,2,4,394,63,0,0
2,2,1,3,394,64,0,0
1,2,2,2,394,65,0,0
2,2,2,4,394,66,0,0
2,2,2,4,394,67,0,0
1,3,1,-2,394,68,0,0
2,3,2,4,394,69,0,0
1,2,2,4,394,70,0,0
2,3,2,5,394,71,0,0
1,2,2,4,394,72,0,0
2,3,2,3,394,73,0,0
2,3,2,1,394,74,0,0
2,2,1,4,394,75,0,0
1,2,2,3,394,76,0,0
2,3,2,5,394,77,0,0
1,3,2,5,394,78,0,0
2,3,1,2,394,79,0,0
2,3,2,4,394,80,0,0
2,3,2,4,394,81,0,0
2,2,2,-1,394,82,0,0
2,2,2,-3,394,83,0,0
2,3,2,3,394,84,0,0
2,2,2,-1,394,85,0,0
2,3,2,4,394,86,0,0
1,2,1,1,394,87,0,0
1,3,1,-2,394,88,0,0
2,2,2,-1,394,89,0,0
2,3,2,-3,394,90,0,0
1,2,2,2,394,91,0,0
1,2,2,5,394,92,0,0
1,2,2,3,394,93,0,0
1,2,1,-4,394,94,0,0
1,2,2,3,394,95,0,0
2,3,1,5,394,96,0,0
1,2,2,4,394,97,0,0
2,3,2,2,394,98,0,0
2,2,1,-4,394,99,0,0
1,3,1,0,394,100,0,0
2,3,2,-5,394,101,0,0
2,2,2,2,394,102,0,0
1,2,2,4,394,103,0,0
2,3,1,-2,394,104,0,0
2,2,2,4,394,105,0,0
2,3,1,-5,394,106,0,0
1,2,1,0,394,107,0,0
1,2,2,1,394,108,0,0
2,3,2,-5,394,109,0,0
1,2,1,1,394,110,0,0
2,3,2,-3,394,111,0,0
2,3,2,-4,394,112,0,0
2,3,2,-4,394,113,0,0
1,2,1,5,394,114,0,0
2,3,2,-3,394,115,0,0
1,2,1,3,394,116,0,0
1,3,1,-3,394,117,0,0
1,2,2,-5,394,118,0,0
1,2,2,-4,394,119,0,0
1,3,1,0,394,120,0,0
2,3,2,-3,394,121,0,0
2,3,2,-3,394,122,0,0
1,2,2,-4,394,123,0,0
2,3,2,-1,394,124,0,0
1,2,1,2,394,125,0,0
2,3,1,4,394,126,0,0
2,2,1,1,394,127,0,0
1,3,1,0,394,128,0,0
2,3,1,4,394,129,0,0
2,2,1,-3,394,130,0,0
2,3,1,3,394,131,0,0
1,2,2,0,394,132,0,0
1,2,2,-3,394,133,0,0
1,2,1,1,394,134,0,0
1,2,2,-4,394,135,0,0
2,3,1,4,394,136,0,0
1,3,2,5,394,137,0,0
2,3,1,4,394,138,0,0
1,2,1,-3,394,139,0,0
1,2,2,-2,394,140,0,0
1,2,1,-1,394,141,0,0
1,2,2,-1,394,142,0,0
1,2,2,-1,394,143,0,0
1,2,2,-1,394,144,0,0
1,2,2,4,394,145,0,0
1,3,1,3,394,146,0,0
1,2,2,3,394,147,0,0
1,2,2,4,394,148,0,0
1,2,1,0,394,149,0,0
1,2,1,0,394,150,0,0
2,3,2,-4,394,151,0,0
1,2,2,4,394,152,0,0
2,3,1,-1,394,153,0,0
2,3,1,-1,394,154,0,0
1,3,1,-2,394,155,0,0
2,2,1,2,394,156,0,0
1,2,2,0,394,157,0,0
1,2,2,-5,394,158,0,0
1,2,2,-4,394,159,0,0
2,2,2,0,394,160,0,0
1,3,2,-2,394,161,0,0
2,3,1,5,394,162,0,0
1,2,2,3,394,163,0,0
1,3,1,2,394,164,0,0
2,2,1,0,394,165,0,0
2,3,2,2,394,166,0,0
2,3,2,3,394,167,0,0
1,2,1,3,394,168,0,0
1,2,2,3,394,169,0,0
2,3,2,5,394,170,0,0
2,3,2,4,394,171,0,0
1,2,1,3,394,172,0,0
1,2,2,1,394,173,0,0
1,3,2,-5,394,174,0,0
1,2,2,0,394,175,0,0
2,3,1,-3,394,176,0,0
1,2,2,-3,394,177,0,0
2,2,2,-2,394,178,0,0
1,2,2,1,394,179,0,0
1,2,2,-2,394,180,0,0
2,2,2,-2,394,181,0,0
1,2,1,4,394,182,0,0
1,2,2,-3,394,183,0,0
2,2,2,0,394,184,0,0
2,3,2,0,394,185,0,0
2,3,2,0,394,186,0,0
1,2,2,2,394,187,0,0
1,2,1,3,394,188,0,0
1,2,2,-1,394,189,0,0
1,2,2,-5,394,190,0,0
2,2,1,5,394,191,0,0
1,2,1,3,394,192,0,0
2,2,1,3,394,193,0,0
1,2,2,-5,394,194,0,0
2,2,1,-1,394,195,0,0
1,3,2,3,394,196,0,0
1,2,2,-4,394,197,0,0
2,3,1,4,394,198,0,0
1,2,1,-5,394,199,0,0
2,2,1,1,394,200,0,0
1,2,2,0,394,201,0,0
2,3,2,-3,394,202,0,0
1,2,1,5,394,203,0,0
1,2,1,3,394,204,0,0
1,2,2,3,394,205,0,0
2,3,1,2,394,206,0,0
2,3,2,-5,394,207,0,0
1,2,1,2,394,208,0,0
2,3,2,1,394,209,0,0
1,2,2,-5,394,210,0,0
1,2,2,-3,394,211,0,0
1,3,2,3,394,212,0,0
1,3,2,4,394,213,0,0
1,3,1,-2,394,214,0,0
2,3,1,-1,394,215,0,0
1,3,1,1,394,216,0,0
1,2,2,-1,394,217,0,0
2,3,1,0,394,218,0,0
2,3,1,1,394,219,0,0
2,3,1,0,394,220,0,0
1,3,2,-1,394,221,0,0
2,3,1,0,394,222,0,0
1,2,2,-4,394,223,0,0
2,3,1,3,394,224,0,0
1,2,2,-3,394,225,0,0
2,2,2,-5,394,226,0,0
2,3,2,-1,394,227,0,0
1,2,1,0,394,228,0,0
2,3,2,1,394,229,0,0
1,2,1,-2,394,230,0,0
2,3,2,2,394,231,0,0
1,2,1,-2,394,232,0,0
2,3,1,3,394,233,0,0
1,2,1,-2,394,234,0,0
2,3,1,1,394,235,0,0
2,3,1,0,394,236,0,0
2,3,2,-3,394,237,0,0
2,3,1,1,394,238,0,0
2,2,1,0,394,239,0,0
2,3,1,0,394,240,0,0
2,3,2,-3,394,241,0,0
1,2,2,-4,394,242,0,0
1,2,1,-5,394,243,0,0
1,3,1,4,394,244,0,0
1,3,2,-2,394,245,0,0
1,2,1,-2,394,246,0,0
1,3,1,2,394,247,0,0
2,3,1,4,394,248,0,0
2,3,1,4,394,249,0,0
2,3,1,3,394,250,0,0
1,3,2,4,491,1,0,0
2,3,2,2,491,2,0,0
1,2,1,-2,491,3,0,0
1,2,2,2,491,4,0,0
2,3,1,-4,491,5,0,0
1,2,2,-2,491,6,0,0
2,3,2,2,491,7,0,0
1,2,2,-1,491,8,0,0
1,3,2,-2,491,9,0,0
2,3,1,-3,491,10,0,0
2,3,2,-3,491,11,0,0
1,3,2,-4,491,12,0,0
1,2,1,1,491,13,0,0
1,2,2,3,491,14,0,0
1,3,2,-3,491,15,0,0
2,2,2,3,491,16,0,0
1,2,2,3,491,17,0,0
1,2,2,-1,491,18,0,0
2,3,2,3,491,19,0,0
2,3,1,0,491,20,0,0
1,2,1,3,491,21,0,0
1,3,2,0,491,22,0,0
1,2,2,-2,491,23,0,0
2,3,1,-4,491,24,0,0
2,3,2,-2,491,25,0,0
2,3,2,-3,491,26,0,0
2,3,2,-2,491,27,0,0
2,3,2,0,491,28,0,0
2,3,1,2,491,29,0,0
1,3,2,-4,491,30,0,0
1,2,1,3,491,31,0,0
1,3,1,-1,491,32,0,0
1,2,2,4,491,33,0,0
1,2,2,2,491,34,0,0
2,3,2,0,491,35,0,0
2,3,1,4,491,36,0,0
1,2,1,-1,491,37,0,0
2,3,1,1,491,38,0,0
2,3,2,4,491,39,0,0
1,2,1,1,491,40,0,0
2,3,1,-3,491,41,0,0
1,2,1,3,491,42,0,0
2,3,2,4,491,43,0,0
2,2,1,2,491,44,0,0
1,2,2,0,491,45,0,0
1,2,1,4,491,46,0,0
2,3,2,4,491,47,0,0
2,2,2,-3,491,48,0,0
1,2,1,4,491,49,0,0
1,2,1,4,491,50,0,0
2,3,2,4,491,51,0,0
1,3,1,-4,491,52,0,0
1,2,1,4,491,53,0,0
1,2,2,1,491,54,0,0
1,2,1,4,491,55,0,0
1,3,1,1,491,56,0,0
1,2,1,3,491,57,0,0
2,3,2,-4,491,58,0,0
2,3,2,-3,491,59,0,0
2,2,2,4,491,60,0,0
1,2,1,-1,491,61,0,0
1,2,2,2,491,62,0,0
1,2,1,-1,491,63,0,0
1,2,1,-3,491,64,0,0
2,2,2,2,491,65,0,0
2,3,1,0,491,66,0,0
2,2,1,-3,491,67,0,0
2,3,2,0,491,68,0,0
1,2,1,-4,491,69,0,0
1,2,2,0,491,70,0,0
1,2,2,-3,491,71,0,0
1,2,2,-2,491,72,0,0
1,3,2,-2,491,73,0,0
1,2,1,2,491,74,0,0
1,2,2,-1,491,75,0,0
1,3,1,-4,491,76,0,0
1,2,2,-5,491,77,0,0
2,3,1,-4,491,78,0,0
1,2,2,-5,491,79,0,0
2,3,1,-4,491,80,0,0
1,2,1,4,491,81,0,0
1,2,1,0,491,82,0,0
2,2,1,-3,491,83,0,0
1,2,2,-2,491,84,0,0
1,3,1,-1,491,85,0,0
2,3,2,2,491,86,0,0
2,3,1,-3,491,87,0,0
1,2,2,2,491,88,0,0
1,3,2,4,491,89,0,0
2,3,1,-2,491,90,0,0
1,2,1,-2,491,91,0,0
2,3,1,-3,491,92,0,0
2,3,1,-4,491,93,0,0
2,3,1,-2,491,94,0,0
2,2,2,3,491,95,0,0
2,2,2,1,491,96,0,0
1,3,2,1,491,97,0,0
1,3,2,0,491,98,0,0
2,2,2,-1,491,99,0,0
1,3,1,5,491,100,0,0
2,3,1,4,491,101,0,0
2,3,2,-3,491,102,0,0
1,3,2,-5,491,103,0,0
2,3,2,-5,491,104,0,0
1,2,1,-4,491,105,0,0
2,3,1,1,491,106,0,0
1,3,2,-4,491,107,0,0
1,3,2,-1,491,108,0,0
1,3,1,4,491,109,0,0
1,2,1,-4,491,110,0,0
1,2,1,-4,491,111,0,0
2,2,2,-3,491,112,0,0
2,3,1,2,491,113,0,0
1,2,2,-4,491,114,0,0
2,3,1,4,491,115,0,0
2,3,2,-1,491,116,0,0
1,2,2,-5,491,117,0,0
1,2,1,0,491,118,0,0
2,2,2,-1,491,119,0,0
2,2,2,-1,491,120,0,0
1,2,2,0,491,121,0,0
2,2,1,3,491,122,0,0
1,2,1,1,491,123,0,0
1,2,2,-3,491,124,0,0
2,3,2,-5,491,125,0,0
1,2,1,0,491,126,0,0
2,3,2,1,491,127,0,0
1,2,2,-1,491,128,0,0
1,2,1,0,491,129,0,0
2,3,1,4,491,130,0,0
2,3,1,3,491,131,0,0
1,2,1,2,491,132,0,0
1,2,1,2,491,133,0,0
1,2,1,5,491,134,0,0
2,2,1,4,491,135,0,0
1,2,2,-3,491,136,0,0
1,3,1,-5,491,137,0,0
1,2,1,2,491,138,0,0
1,2,1,1,491,139,0,0
1,2,1,5,491,140,0,0
1,2,1,5,491,141,0,0
1,2,1,3,491,142,0,0
2,3,1,3,491,143,0,0
2,3,2,-1,491,144,0,0
2,2,1,-5,491,145,0,0
1,2,1,-4,491,146,0,0
2,3,2,3,491,147,0,0
2,3,1,3,491,148,0,0
1,2,2,-4,491,149,0,0
1,2,1,-1,491,150,0,0
1,2,2,-1,491,151,0,0
2,3,1,3,491,152,0,0
2,3,1,4,491,153,0,0
2,3,2,4,491,154,0,0
1,2,1,-3,491,155,0,0
2,3,2,3,491,156,0,0
2,3,2,2,491,157,0,0
2,3,1,3,491,158,0,0
2,3,2,3,491,159,0,0
1,2,1,-3,491,160,0,0
1,2,1,-4,491,161,0,0
1,2,1,-4,491,162,0,0
1,2,1,-4,491,163,0,0
2,2,2,-4,491,164,0,0
2,2,1,-4,491,165,0,0
2,2,1,-3,491,166,0,0
2,3,2,4,491,167,0,0
1,2,2,-3,491,168,0,0
1,2,2,-3,491,169,0,0
2,3,1,3,491,170,0,0
2,3,2,3,491,171,0,0
2,3,2,4,491,172,0,0
1,3,1,4,491,173,0,0
1,3,1,3,491,174,0,0
2,3,2,5,491,175,0,0
2,2,2,0,491,176,0,0
1,2,2,-2,491,177,0,0
2,2,1,3,491,178,0,0
2,3,1,2,491,179,0,0
1,3,1,1,491,180,0,0
1,3,2,-4,491,181,0,0
1,2,1,-1,491,182,0,0
1,2,1,-3,491,183,0,0
2,3,1,-2,491,184,0,0
2,2,2,2,491,185,0,0
2,2,2,0,491,186,0,0
2,3,1,-3,491,187,0,0
2,3,1,-3,491,188,0,0
2,2,2,-1,491,189,0,0
1,3,2,0,491,190,0,0
2,3,2,0,491,191,0,0
1,2,2,-4,491,192,0,0
2,3,2,0,491,193,0,0
2,2,2,-4,491,194,0,0
2,3,2,3,491,195,0,0
2,3,2,1,491,196,0,0
2,2,2,-4,491,197,0,0
1,2,2,-4,491,198,0,0
1,2,1,0,491,199,0,0
1,3,2,5,491,200,0,0
1,3,1,0,491,201,0,0
2,3,2,4,491,202,0,0
1,2,1,2,491,203,0,0
2,3,2,0,491,204,0,0
2,3,1,-4,491,205,0,0
