Action1,S2,Action2,Re,subject,round,bestA1,bestA2
1,2,2,1,189,100,0,0
1,2,2,2,189,101,0,0
2,3,1,-1,189,102,0,0
1,3,2,5,189,103,0,0
1,2,2,3,189,104,0,0
2,3,2,1,189,105,0,0
1,2,2,3,189,106,0,0
1,2,2,5,189,107,0,0
1,2,2,3,189,108,0,0
1,3,2,0,189,109,0,0
1,3,2,1,189,110,0,0
2,3,2,2,189,111,0,0
1,2,2,4,189,112,0,0
2,3,1,3,189,113,0,0
1,2,2,1,189,114,0,0
2,3,1,5,189,115,0,0
2,3,1,4,189,116,0,0
2,3,1,4,189,117,0,0
2,3,1,3,189,118,0,0
1,2,2,-2,189,119,0,0
2,3,1,2,189,120,0,0
2,3,2,2,189,121,0,0
2,3,1,3,189,122,0,0
2,3,2,4,189,123,0,0
1,2,1,-2,189,124,0,0
2,3,2,2,189,125,0,0
2,3,2,3,189,126,0,0
2,3,1,5,189,127,0,0
2,3,1,2,189,128,0,0
2,3,2,4,189,129,0,0
2,3,2,2,189,130,0,0
2,2,2,-2,189,131,0,0
2,2,2,-1,189,132,0,0
2,3,1,3,189,133,0,0
2,2,1,-1,189,134,0,0
2,3,2,-1,189,135,0,0
2,2,1,-4,189,136,0,0
2,3,1,-1,189,137,0,0
1,3,1,-1,189,138,0,0
1,2,2,2,189,139,0,0
1,2,2,2,189,140,0,0
1,2,2,3,189,141,0,0
1,2,2,2,189,142,0,0
1,2,2,5,189,143,0,0
1,3,2,-4,189,144,0,0
1,2,1,-4,189,145,0,0
1,2,2,5,189,146,0,0
1,2,2,4,189,147,0,0
1,3,2,-2,189,148,0,0
1,2,2,5,189,149,0,0
2,2,2,5,189,150,0,0
1,2,2,4,189,151,0,0
2,3,2,-3,189,152,0,0
1,3,2,-1,189,153,0,0
1,2,2,2,189,154,0,0
1,2,2,4,189,155,0,0
1,2,2,3,189,156,0,0
1,3,2,-5,189,157,0,0
1,3,1,3,189,158,0,0
1,2,2,-5,189,159,0,0
1,2,1,-1,189,160,0,0
2,3,1,-1,189,161,0,0
1,2,1,-5,189,162,0,0
2,2,2,-4,189,163,0,0
2,3,1,3,189,164,0,0
2,3,1,4,189,165,0,0
2,2,1,0,189,166,0,0
2,2,1,2,189,167,0,0
2,3,1,4,189,168,0,0
2,3,1,4,189,169,0,0
2,2,1,4,189,170,0,0
1,2,1,5,189,171,0,0
2,3,1,2,189,172,0,0
2,3,1,2,189,173,0,0
2,3,1,1,189,174,0,0
1,2,1,4,189,175,0,0
1,3,1,-2,189,176,0,0
1,3,1,-4,189,177,0,0
1,2,1,-1,189,178,0,0
2,2,1,1,189,179,0,0
2,3,1,-1,189,180,0,0
2,3,1,-2,189,181,0,0
1,2,1,4,189,182,0,0
1,2,1,5,189,183,0,0
1,2,1,1,189,184,0,0
1,3,1,-4,189,185,0,0
2,3,1,-3,189,186,0,0
1,3,1,-5,189,187,0,0
1,3,2,0,189,188,0,0
2,3,2,-3,189,189,0,0
1,3,2,-4,189,190,0,0
2,2,1,-3,189,191,0,0
2,2,2,-3,189,192,0,0
1,2,1,-2,189,193,0,0
1,2,1,-3,189,194,0,0
2,3,1,-1,189,195,0,0
2,3,1,-3,189,196,0,0
1,3,1,-2,189,197,0,0
2,2,1,-2,189,198,0,0
2,3,1,0,189,199,0,0
2,3,2,4,189,200,0,0
2,3,2,4,189,201,0,0
2,2,2,2,189,202,0,0
1,3,1,1,189,203,0,0
1,2,2,2,189,204,0,0
2,3,2,3,189,205,0,0
1,2,2,-2,189,206,0,0
2,2,2,-3,189,207,0,0
2,3,2,-1,189,208,0,0
2,3,2,0,189,209,0,0
2,3,1,-3,189,210,0,0
2,3,2,1,189,211,0,0
2,3,2,2,189,212,0,0
2,3,2,1,189,213,0,0
2,3,2,1,189,214,0,0
1,2,1,-1,189,215,0,0
2,3,2,3,189,216,0,0
2,2,2,-4,189,217,0,0
1,2,2,-1,189,218,0,0
2,2,1,-4,189,219,0,0
1,2,2,-5,189,220,0,0
2,2,2,-4,189,221,0,0
2,3,2,2,189,222,0,0
2,3,2,1,189,223,0,0
2,2,1,-3,189,224,0,0
2,3,2,-1,189,225,0,0
1,2,1,2,189,226,0,0
1,2,1,0,189,227,0,0
2,3,2,-2,189,228,0,0
2,3,2,-5,189,229,0,0
1,3,1,-4,189,230,0,0
2,3,2,-4,189,231,0,0
1,2,1,-3,189,232,0,0
1,2,1,-3,189,233,0,0
2,3,2,-4,189,234,0,0
1,2,1,-1,189,235,0,0
1,2,1,-2,189,236,0,0
1,3,1,-2,189,237,0,0
2,3,2,-4,189,238,0,0
2,3,1,-1,189,239,0,0
2,2,1,-5,189,240,0,0
2,3,1,-4,189,241,0,0
2,3,2,-4,189,242,0,0
1,2,1,-3,189,243,0,0
2,3,2,-4,189,244,0,0
2,3,1,-5,189,245,0,0
2,3,1,-1,189,246,0,0
2,3,1,-2,189,247,0,0
2,2,1,3,189,248,0,0
2,3,1,-4,189,249,0,0
1,2,1,3,189,250,0,0
2,2,1,-1,262,1,0,0
1,2,2,-5,262,2,0,0
2,3,2,-4,262,3,0,0
1,2,2,-3,262,4,0,0
2,3,1,-3,262,5,0,0
1,2,1,3,262,6,0,0
1,3,1,-2,262,7,0,0
2,3,1,-3,262,8,0,0
1,2,1,3,262,9,0,0
1,2,1,1,262,10,0,0
2,3,2,5,262,11,0,0
1,2,1,2,262,12,0,0
2,3,2,5,262,13,0,0
2,3,2,3,262,14,0,0
2,3,2,5,262,15,0,0
2,3,2,4,262,16,0,0
2,3,2,4,262,17,0,0
1,2,1,0,262,18,0,0
1,3,2,4,262,19,0,0
2,3,2,3,262,20,0,0
2,3,2,4,262,21,0,0
2,3,2,3,262,22,0,0
2,3,2,1,262,23,0,0
2,2,1,1,262,24,0,0
2,3,2,2,262,25,0,0
2,3,2,1,262,26,0,0
2,3,2,-3,262,27,0,0
1,2,2,3,262,28,0,0
2,3,1,1,262,29,0,0
2,3,2,-4,262,30,0,0
1,2,2,4,262,31,0,0
1,2,2,4,262,32,0,0
1,3,2,-1,262,33,0,0
1,3,2,-2,262,34,0,0
1,2,2,1,262,35,0,0
2,3,1,1,262,36,0,0
2,3,2,0,262,37,0,0
2,3,1,-1,262,38,0,0
1,3,1,-1,262,39,0,0
1,2,2,-2,262,40,0,0
1,2,2,-3,262,41,0,0
2,3,2,4,262,42,0,0
1,3,2,4,262,43,0,0
2,3,2,1,262,44,0,0
1,3,1,-3,262,45,0,0
1,3,1,-4,262,46,0,0
1,2,1,-3,262,47,0,0
2,3,2,5,262,48,0,0
1,2,2,-3,262,49,0,0
1,2,2,-4,262,50,0,0
2,3,2,2,262,51,0,0
2,3,2,3,262,52,0,0
2,3,2,4,262,53,0,0
2,3,2,3,262,54,0,0
2,3,1,-3,262,55,0,0
2,2,1,4,262,56,0,0
2,3,2,2,262,57,0,0
1,3,2,5,262,58,0,0
2,3,2,5,262,59,0,0
2,2,1,1,262,60,0,0
2,3,2,3,262,61,0,0
2,3,2,5,262,62,0,0
2,2,2,1,262,63,0,0
2,3,2,3,262,64,0,0
2,3,2,0,262,65,0,0
2,3,2,-3,262,66,0,0
2,3,1,-2,262,67,0,0
2,2,1,5,262,68,0,0
1,2,2,-3,262,69,0,0
2,3,2,4,262,70,0,0
2,3,1,0,262,71,0,0
1,2,1,-2,262,72,0,0
2,2,1,1,262,73,0,0
2,3,2,2,262,74,0,0
2,3,2,5,262,75,0,0
2,3,2,4,262,76,0,0
2,3,2,0,262,77,0,0
2,2,1,3,262,78,0,0
2,3,2,-4,262,79,0,0
2,3,2,-5,262,80,0,0
2,3,1,4,262,81,0,0
2,3,1,4,262,82,0,0
2,2,1,2,262,83,0,0
1,2,1,4,262,84,0,0
2,3,1,2,262,85,0,0
2,2,1,4,262,86,0,0
1,2,1,5,262,87,0,0
2,3,1,2,262,88,0,0
1,2,1,5,262,89,0,0
2,3,1,5,262,90,0,0
1,3,1,2,262,91,0,0
2,2,1,3,262,92,0,0
2,2,2,-2,262,93,0,0
2,3,1,1,262,94,0,0
2,3,1,2,262,95,0,0
1,2,1,3,262,96,0,0
1,3,2,5,262,97,0,0
2,3,1,4,262,98,0,0
2,3,1,3,262,99,0,0
2,3,1,3,262,100,0,0
1,2,1,-1,262,101,0,0
2,3,1,2,262,102,0,0
1,2,2,3,262,103,0,0
1,2,2,5,262,104,0,0
1,3,1,2,262,105,0,0
1,2,1,4,262,106,0,0
1,2,2,2,262,107,0,0
2,2,1,3,262,108,0,0
1,3,2,-3,262,109,0,0
1,2,2,2,262,110,0,0
1,3,1,-2,262,111,0,0
1,2,1,5,262,112,0,0
2,3,1,-1,262,113,0,0
2,2,1,5,262,114,0,0
1,2,1,3,262,115,0,0
1,3,1,-5,262,116,0,0
2,3,1,-5,262,117,0,0
2,2,1,2,262,118,0,0
1,2,2,1,262,119,0,0
1,2,1,0,262,120,0,0
1,3,1,1,262,121,0,0
1,2,2,-2,262,122,0,0
1,3,1,4,262,123,0,0
2,3,1,3,262,124,0,0
1,2,1,-2,262,125,0,0
1,2,1,-2,262,126,0,0
1,2,2,1,262,127,0,0
2,3,2,0,262,128,0,0
1,2,2,0,262,129,0,0
1,2,1,-3,262,130,0,0
2,3,1,4,262,131,0,0
1,3,1,5,262,132,0,0
2,3,1,-1,262,133,0,0
2,2,1,1,262,134,0,0
2,3,1,1,262,135,0,0
2,3,1,3,262,136,0,0
1,2,1,-3,262,137,0,0
2,3,1,2,262,138,0,0
1,2,2,-1,262,139,0,0
2,3,1,2,262,140,0,0
2,3,1,1,262,141,0,0
2,3,1,1,262,142,0,0
2,3,1,-1,262,143,0,0
2,3,2,1,262,144,0,0
1,2,2,1,262,145,0,0
1,2,2,2,262,146,0,0
1,3,1,-2,262,147,0,0
1,3,2,5,262,148,0,0
1,2,2,4,262,149,0,0
2,3,2,4,262,150,0,0
1,2,2,2,262,151,0,0
2,3,2,1,262,152,0,0
1,3,2,5,262,153,0,0
2,3,2,1,262,154,0,0
1,2,2,3,262,155,0,0
1,2,2,4,262,156,0,0
1,2,2,5,262,157,0,0
1,3,2,5,262,158,0,0
2,3,2,5,262,159,0,0
1,3,2,5,262,160,0,0
2,3,2,4,262,161,0,0
1,3,2,3,262,162,0,0
2,3,2,0,262,163,0,0
2,3,2,0,262,164,0,0
1,2,2,-2,262,165,0,0
2,2,2,-2,262,166,0,0
2,3,2,5,262,167,0,0
1,2,2,-3,262,168,0,0
1,2,2,-1,262,169,0,0
2,3,2,3,262,170,0,0
2,3,1,-4,262,171,0,0
1,3,2,3,262,172,0,0
1,2,2,0,262,173,0,0
1,2,1,-5,262,174,0,0
2,3,2,1,262,175,0,0
1,2,1,-4,262,176,0,0
2,3,2,0,262,177,0,0
2,3,2,2,262,178,0,0
2,3,2,0,262,179,0,0
2,3,2,-1,262,180,0,0
1,2,2,-3,262,181,0,0
2,3,2,4,262,182,0,0
1,2,2,-3,262,183,0,0
2,3,2,4,262,184,0,0
2,3,2,3,262,185,0,0
2,3,2,2,262,186,0,0
1,2,2,0,262,187,0,0
2,2,2,5,262,188,0,0
2,2,2,4,262,189,0,0
1,3,2,2,262,190,0,0
2,3,2,2,262,191,0,0
2,3,2,2,262,192,0,0
1,3,2,-3,262,193,0,0
2,3,2,-2,262,194,0,0
1,3,2,-2,262,195,0,0
2,3,1,4,262,196,0,0
2,3,1,4,262,197,0,0
2,3,1,4,262,198,0,0
2,3,1,1,262,199,0,0
2,2,2,4,262,200,0,0
1,3,1,-4,262,201,0,0
2,3,2,1,262,202,0,0
1,2,2,4,262,203,0,0
1,2,1,-3,262,204,0,0
2,2,2,5,262,205,0,0
1,2,2,4,262,206,0,0
1,2,2,5,262,207,0,0
2,3,1,0,262,208,0,0
2,3,2,2,262,209,0,0
1,2,2,4,262,210,0,0
1,3,2,-2,262,211,0,0
1,3,2,-2,262,212,0,0
1,3,1,4,262,213,0,0
1,2,2,4,262,214,0,0
2,3,2,-1,262,215,0,0
2,3,1,3,262,216,0,0
1,2,2,3,262,217,0,0
2,2,2,2,262,218,0,0
2,3,1,5,262,219,0,0
2,3,1,4,262,220,0,0
2,3,1,0,262,221,0,0
2,3,1,2,262,222,0,0
1,3,1,-1,262,223,0,0
2,3,1,1,262,224,0,0
1,3,2,-2,262,225,0,0
1,2,2,1,262,226,0,0
2,2,2,0,262,227,0,0
1,2,2,-1,262,228,0,0
1,2,1,-4,262,229,0,0
1,2,2,-3,262,230,0,0
2,3,2,-4,262,231,0,0
1,3,2,-3,262,232,0,0
2,3,1,-3,262,233,0,0
2,2,2,-4,262,234,0,0
1,3,2,-4,262,235,0,0
2,3,1,-3,262,236,0,0
2,3,1,0,262,237,0,0
2,3,1,3,262,238,0,0
2,3,1,3,262,239,0,0
2,3,1,1,262,240,0,0
1,3,1,3,262,241,0,0
2,3,1,2,262,242,0,0
2,3,1,0,262,243,0,0
2,3,1,-1,262,244,0,0
1,3,1,0,262,245,0,0
1,3,1,1,262,246,0,0
2,2,1,-3,262,247,0,0
1,2,2,1,262,248,0,0
1,2,1,-1,262,249,0,0
2,3,1,5,262,250,0,0
1,2,1,-3,20,1,0,0
1,3,2,-3,20,2,0,0
2,3,1,-1,20,3,0,0
2,3,2,-4,20,4,0,0
2,2,2,-3,20,5,0,0
2,3,1,3,20,6,0,0
2,2,1,-1,20,7,0,0
1,2,2,-1,20,8,0,0
2,3,1,-2,20,9,0,0
1,2,1,-1,20,10,0,0
1,2,1,1,20,11,0,0
2,3,2,-5,20,12,0,0
1,2,2,-2,20,13,0,0
1,2,2,-1,20,14,0,0
1,2,1,4,20,15,0,0
1,3,1,3,20,16,0,0
2,3,1,5,20,17,0,0
1,2,1,3,20,18,0,0
1,2,1,3,20,19,0,0
1,3,1,3,20,20,0,0
1,2,1,4,20,21,0,0
1,3,1,1,20,22,0,0
1,2,1,2,20,23,0,0
2,3,1,-1,20,24,0,0
2,3,1,1,20,25,0,0
2,3,1,0,20,26,0,0
1,2,1,0,20,27,0,0
1,2,1,-3,20,28,0,0
2,3,2,5,20,29,0,0
2,3,1,-3,20,30,0,0
2,3,1,-5,20,31,0,0
2,2,1,-4,20,32,0,0
1,2,2,-4,20,33,0,0
1,2,2,-4,20,34,0,0
2,3,1,-3,20,35,0,0
2,3,1,-2,20,36,0,0
1,2,1,-2,20,37,0,0
1,2,1,-1,20,38,0,0
2,3,2,2,20,39,0,0
2,3,2,3,20,40,0,0
2,3,1,-2,20,41,0,0
1,2,1,0,20,42,0,0
2,3,2,0,20,43,0,0
1,2,1,-5,20,44,0,0
1,3,1,-4,20,45,0,0
2,3,2,-3,20,46,0,0
2,2,1,-4,20,47,0,0
1,2,2,-1,20,48,0,0
1,2,2,-4,20,49,0,0
1,2,1,-4,20,50,0,0
1,3,2,-3,20,51,0,0
2,3,2,-5,20,52,0,0
1,2,2,-2,20,53,0,0
2,3,1,-4,20,54,0,0
2,3,2,-1,20,55,0,0
2,3,1,-5,20,56,0,0
1,2,1,-2,20,57,0,0
2,2,2,2,20,58,0,0
2,2,2,5,20,59,0,0
2,3,2,-3,20,60,0,0
2,3,1,0,20,61,0,0
1,2,2,1,20,62,0,0
2,2,2,4,20,63,0,0
1,2,2,0,20,64,0,0
2,3,2,-4,20,65,0,0
2,2,2,-2,20,66,0,0
1,3,2,-3,20,67,0,0
1,2,1,1,20,68,0,0
1,2,2,3,20,69,0,0
1,2,1,4,20,70,0,0
1,2,1,4,20,71,0,0
1,2,2,3,20,72,0,0
1,3,1,5,20,73,0,0
2,3,2,4,20,74,0,0
1,3,2,3,20,75,0,0
1,2,2,3,20,76,0,0
1,3,1,1,20,77,0,0
2,3,2,0,20,78,0,0
2,3,2,-1,20,79,0,0
2,3,1,5,20,80,0,0
1,2,2,-1,20,81,0,0
1,3,1,2,20,82,0,0
2,3,1,-2,20,83,0,0
1,2,2,0,20,84,0,0
2,3,1,-2,20,85,0,0
1,3,2,1,20,86,0,0
1,2,2,-2,20,87,0,0
2,3,2,-1,20,88,0,0
1,2,2,-2,20,89,0,0
1,2,1,1,20,90,0,0
1,2,1,0,20,91,0,0
1,2,2,4,20,92,0,0
1,3,2,0,20,93,0,0
1,2,1,-1,20,94,0,0
2,2,1,-2,20,95,0,0
2,3,1,2,20,96,0,0
2,3,1,5,20,97,0,0
2,3,2,4,20,98,0,0
1,2,1,2,20,99,0,0
1,2,2,-3,20,100,0,0
2,3,1,5,20,101,0,0
2,3,1,5,20,102,0,0
2,2,1,4,20,103,0,0
2,3,1,2,20,104,0,0
2,3,1,3,20,105,0,0
2,3,1,5,20,106,0,0
2,3,2,5,20,107,0,0
2,2,1,1,20,108,0,0
2,3,2,2,20,109,0,0
2,2,2,-2,20,110,0,0
2,3,1,0,20,111,0,0
2,2,1,3,20,112,0,0
2,2,2,-2,20,113,0,0
1,2,2,-1,20,114,0,0
2,3,1,-4,20,115,0,0
2,3,1,-4,20,116,0,0
1,3,1,-5,20,117,0,0
1,2,2,2,20,118,0,0
2,3,1,-4,20,119,0,0
2,3,2,0,20,120,0,0
1,3,2,4,20,121,0,0
2,3,1,-3,20,122,0,0
2,2,1,4,20,123,0,0
2,3,2,4,20,124,0,0
2,3,2,4,20,125,0,0
1,2,1,2,20,126,0,0
1,2,2,4,20,127,0,0
1,2,2,2,20,128,0,0
1,3,2,4,20,129,0,0
2,3,1,-1,20,130,0,0
1,2,2,0,20,131,0,0
1,2,1,1,20,132,0,0
2,3,1,-4,20,133,0,0
1,3,2,-1,20,134,0,0
2,3,2,-5,20,135,0,0
1,2,2,-2,20,136,0,0
1,2,1,-4,20,137,0,0
1,2,1,-1,20,138,0,0
2,3,2,4,20,139,0,0
1,2,1,2,20,140,0,0
2,3,2,1,20,141,0,0
1,2,1,0,20,142,0,0
2,3,1,-3,20,143,0,0
2,3,1,-4,20,144,0,0
2,3,2,5,20,145,0,0
2,3,2,4,20,146,0,0
1,2,1,3,20,147,0,0
1,2,2,4,20,148,0,0
1,3,2,3,20,149,0,0
1,3,2,4,20,150,0,0
2,3,2,4,20,151,0,0
1,2,1,-2,20,152,0,0
1,2,1,-5,20,153,0,0
2,3,2,3,20,154,0,0
1,2,1,-1,20,155,0,0
2,3,1,-5,20,156,0,0
2,2,2,-1,20,157,0,0
1,2,2,0,20,158,0,0
2,3,2,4,20,159,0,0
1,2,1,1,20,160,0,0
1,2,2,-1,20,161,0,0
2,3,2,0,20,162,0,0
2,2,1,2,20,163,0,0
1,2,1,0,20,164,0,0
1,2,2,-4,20,165,0,0
2,3,1,-4,20,166,0,0
1,3,2,1,20,167,0,0
2,3,1,1,20,168,0,0
1,3,2,1,20,169,0,0
1,3,2,2,20,170,0,0
2,3,1,-4,20,171,0,0
2,2,2,-3,20,172,0,0
2,3,2,1,20,173,0,0
1,2,1,-3,20,174,0,0
2,3,2,-4,20,175,0,0
1,2,2,-1,20,176,0,0
2,3,2,2,20,177,0,0
1,2,2,-3,20,178,0,0
2,3,2,2,20,179,0,0
1,3,2,3,20,180,0,0
2,3,2,5,20,181,0,0
1,2,1,1,20,182,0,0
2,3,2,5,20,183,0,0
1,2,2,-1,20,184,0,0
1,2,2,0,20,185,0,0
1,2,2,-3,20,186,0,0
2,2,1,-2,20,187,0,0
1,2,1,2,20,188,0,0
1,2,2,-4,20,189,0,0
2,3,2,3,20,190,0,0
2,2,2,-4,20,191,0,0
2,3,2,4,20,192,0,0
2,3,2,3,20,193,0,0
2,3,2,4,20,194,0,0
1,3,2,1,20,195,0,0
1,3,2,0,20,196,0,0
1,2,2,1,20,197,0,0
2,3,2,2,20,198,0,0
1,2,1,5,20,199,0,0
2,3,2,3,20,200,0,0
2,3,2,4,20,201,0,0
1,2,1,4,20,202,0,0
2,3,2,3,20,203,0,0
2,3,1,5,20,204,0,0
1,2,1,3,20,205,0,0
2,3,1,4,20,206,0,0
1,3,1,5,20,207,0,0
2,3,2,3,20,208,0,0
1,2,1,4,20,209,0,0
1,2,2,-1,20,210,0,0
1,3,1,4,20,211,0,0
2,3,2,3,20,212,0,0
2,3,1,4,20,213,0,0
2,3,2,5,20,214,0,0
2,3,1,5,20,215,0,0
1,2,2,-3,20,216,0,0
1,2,1,1,20,217,0,0
2,2,2,-4,20,218,0,0
2,2,1,-4,20,219,0,0
1,2,1,-3,20,220,0,0
2,3,2,2,20,221,0,0
1,2,1,-3,20,222,0,0
2,2,1,-5,20,223,0,0
2,2,2,-1,20,224,0,0
2,3,2,5,20,225,0,0
1,2,1,-1,20,226,0,0
2,3,2,3,20,227,0,0
1,3,1,5,20,228,0,0
1,2,1,4,20,229,0,0
2,3,1,5,20,230,0,0
2,2,2,0,20,231,0,0
1,2,1,1,20,232,0,0
1,2,1,-3,20,233,0,0
2,3,1,5,20,234,0,0
2,3,2,2,20,235,0,0
2,3,2,-3,20,236,0,0
2,3,1,-1,20,237,0,0
2,3,2,-5,20,238,0,0
2,3,1,-4,20,239,0,0
2,3,1,-4,20,240,0,0
2,3,1,-4,20,241,0,0
1,2,1,-2,20,242,0,0
1,3,1,-3,20,243,0,0
2,3,2,5,20,244,0,0
1,2,1,-4,20,245,0,0
2,3,2,4,20,246,0,0
2,3,2,1,20,247,0,0
2,3,1,1,20,248,0,0
2,3,1,-2,20,249,0,0
2,3,2,2,20,250,0,0
1,2,1,-4,149,1,0,0
2,3,2,-4,149,2,0,0
1,2,2,4,149,3,0,0
1,2,1,-3,149,4,0,0
2,3,1,0,149,5,0,0
1,2,2,4,149,6,0,0
1,3,1,-4,149,7,0,0
2,2,1,-3,149,8,0,0
1,2,2,4,149,9,0,0
2,3,2,-3,149,10,0,0
1,3,2,-1,149,11,0,0
1,2,2,1,149,12,0,0
2,2,2,-1,149,13,0,0
1,2,2,1,149,14,0,0
2,2,1,-4,149,15,0,0
2,3,2,-4,149,16,0,0
1,2,2,-1,149,17,0,0
1,2,2,0,149,18,0,0
1,2,2,-1,149,19,0,0
2,3,1,-3,149,20,0,0
1,2,2,-2,149,21,0,0
1,2,2,-4,149,22,0,0
1,2,1,-1,149,23,0,0
1,3,1,0,149,24,0,0
1,3,1,0,149,25,0,0
2,3,2,-4,149,26,0,0
2,3,2,-4,149,27,0,0
1,2,1,0,149,28,0,0
1,2,2,-4,149,29,0,0
1,2,1,0,149,30,0,0
1,2,1,-1,149,31,0,0
2,3,1,4,149,32,0,0
2,3,1,4,149,33,0,0
2,3,1,3,149,34,0,0
2,3,1,2,149,35,0,0
2,3,1,4,149,36,0,0
2,3,1,3,149,37,0,0
2,3,1,3,149,38,0,0
2,2,1,-4,149,39,0,0
2,2,2,-1,149,40,0,0
2,2,1,0,149,41,0,0
2,3,1,-1,149,42,0,0
2,3,2,-2,149,43,0,0
2,3,2,2,149,44,0,0
2,3,2,1,149,45,0,0
1,2,2,1,149,46,0,0
2,3,1,0,149,47,0,0
2,3,2,3,149,48,0,0
2,2,2,3,149,49,0,0
2,3,2,1,149,50,0,0
2,3,2,2,149,51,0,0
2,3,2,2,149,52,0,0
2,3,2,2,149,53,0,0
2,3,2,3,149,54,0,0
2,3,2,2,149,55,0,0
2,3,2,1,149,56,0,0
2,2,2,2,149,57,0,0
2,3,2,0,149,58,0,0
2,3,1,1,149,59,0,0
1,2,1,4,149,60,0,0
2,3,1,0,149,61,0,0
2,2,1,3,149,62,0,0
1,2,2,-1,149,63,0,0
1,2,1,3,149,64,0,0
2,3,2,3,149,65,0,0
2,3,2,3,149,66,0,0
2,3,1,1,149,67,0,0
2,2,1,-3,149,68,0,0
1,2,1,-4,149,69,0,0
2,3,2,-5,149,70,0,0
2,3,1,-5,149,71,0,0
1,3,1,-1,149,72,0,0
1,3,1,-5,149,73,0,0
2,3,2,-5,149,74,0,0
1,2,1,-3,149,75,0,0
2,3,1,-4,149,76,0,0
2,3,1,-5,149,77,0,0
1,3,2,-1,149,78,0,0
1,2,1,-3,149,79,0,0
2,3,2,-2,149,80,0,0
2,3,1,-4,149,81,0,0
1,2,1,-5,149,82,0,0
2,3,2,-5,149,83,0,0
1,2,2,3,149,84,0,0
2,3,1,1,149,85,0,0
1,3,2,1,149,86,0,0
1,3,2,4,149,87,0,0
1,2,2,4,149,88,0,0
1,2,2,5,149,89,0,0
1,3,2,3,149,90,0,0
1,2,2,5,149,91,0,0
1,3,2,3,149,92,0,0
2,3,1,1,149,93,0,0
1,3,1,3,149,94,0,0
1,3,2,2,149,95,0,0
1,2,2,2,149,96,0,0
2,3,1,0,149,97,0,0
1,3,2,4,149,98,0,0
2,3,2,5,149,99,0,0
2,3,2,4,149,100,0,0
1,2,2,4,149,101,0,0
2,3,1,-2,149,102,0,0
1,3,2,2,149,103,0,0
2,3,2,2,149,104,0,0
1,3,2,1,149,105,0,0
1,2,2,2,149,106,0,0
1,2,2,1,149,107,0,0
2,3,2,3,149,108,0,0
1,2,2,2,149,109,0,0
1,3,2,2,149,110,0,0
2,3,1,0,149,111,0,0
2,3,1,-1,149,112,0,0
1,2,2,4,149,113,0,0
1,2,2,5,149,114,0,0
1,2,2,4,149,115,0,0
1,3,1,4,149,116,0,0
1,3,2,0,149,117,0,0
1,2,2,2,149,118,0,0
1,3,2,0,149,119,0,0
1,2,1,-2,149,120,0,0
1,2,2,3,149,121,0,0
2,3,1,3,149,122,0,0
2,3,1,3,149,123,0,0
2,2,2,4,149,124,0,0
1,2,2,5,149,125,0,0
1,2,2,2,149,126,0,0
2,2,1,-4,149,127,0,0
1,2,2,-3,149,128,0,0
2,3,2,5,149,129,0,0
2,3,2,3,149,130,0,0
2,3,2,0,149,131,0,0
2,3,2,-1,149,132,0,0
2,3,2,0,149,133,0,0
1,2,2,-1,149,134,0,0
2,3,2,0,149,135,0,0
2,3,2,-1,149,136,0,0
2,2,2,-1,149,137,0,0
2,3,1,-5,149,138,0,0
1,2,2,3,149,139,0,0
2,3,2,-4,149,140,0,0
1,3,1,-3,149,141,0,0
1,2,2,1,149,142,0,0
1,3,1,-5,149,143,0,0
1,3,2,-3,149,144,0,0
1,3,2,-4,149,145,0,0
2,2,2,4,149,146,0,0
1,2,2,4,149,147,0,0
2,3,2,-2,149,148,0,0
1,3,2,-1,149,149,0,0
1,3,1,-4,149,150,0,0
1,2,2,2,149,151,0,0
1,2,1,-2,149,152,0,0
2,3,1,-1,149,153,0,0
2,3,1,-2,149,154,0,0
1,2,1,3,149,155,0,0
2,3,1,-2,149,156,0,0
2,3,2,-3,149,157,0,0
2,2,1,4,149,158,0,0
1,2,2,0,149,159,0,0
1,2,2,0,149,160,0,0
1,2,1,3,149,161,0,0
2,2,1,0,149,162,0,0
1,3,1,3,149,163,0,0
1,2,2,3,149,164,0,0
1,3,2,-2,149,165,0,0
1,2,1,0,149,166,0,0
2,3,1,2,149,167,0,0
2,3,2,-5,149,168,0,0
1,3,1,3,149,169,0,0
1,2,1,0,149,170,0,0
2,3,1,5,149,171,0,0
2,3,1,3,149,172,0,0
2,3,1,4,149,173,0,0
1,2,1,-3,149,174,0,0
2,3,1,1,149,175,0,0
2,3,1,4,149,176,0,0
2,2,1,1,149,177,0,0
1,3,1,0,149,178,0,0
1,2,2,-2,149,179,0,0
2,3,1,3,149,180,0,0
1,3,2,3,149,181,0,0
2,2,1,1,149,182,0,0
1,2,2,-1,149,183,0,0
1,2,1,4,149,184,0,0
2,3,1,3,149,185,0,0
1,2,2,0,149,186,0,0
2,3,1,1,149,187,0,0
2,2,1,5,149,188,0,0
2,3,1,5,149,189,0,0
1,2,2,-5,149,190,0,0
1,2,1,4,149,191,0,0
2,3,1,0,149,192,0,0
1,2,1,4,149,193,0,0
1,2,1,5,149,194,0,0
1,2,1,3,149,195,0,0
1,2,1,3,149,196,0,0
1,2,1,-1,149,197,0,0
2,3,1,-4,149,198,0,0
1,2,1,4,149,199,0,0
1,2,1,2,149,200,0,0
2,2,1,4,149,201,0,0
